,Time,SV,Latitude,Longitude,Altitude,Speed,Acceleration
46020,0.0,0.0,44.2762144,-94.087195,417.596,0.0002639148650674666,-5.13016305243635e-05
46021,0.03344690799713135,0.0,44.2762193,-94.0872022,417.66,0.0002622219112601626,7.656667233686345e-05
46022,0.066802978515625,0.0,44.2762241,-94.0872094,417.725,0.0002647486114472791,-0.0001769517309945928
46023,0.10000598430633545,0.0,44.2762289,-94.0872167,417.789,0.0002589092043244575,7.753683005268084e-05
46024,0.13336098194122314,0.0,44.2762335,-94.0872239,417.85400000000004,0.000261467919716196,-1.4518815771374253e-11
46025,0.16668701171875,0.0,44.2762381,-94.0872312,417.92,0.00026146791923707506,0.0010326050873868543
46026,0.2000420093536377,0.0,44.2762427,-94.0872385,417.985,0.00029554388712084125,-0.0010811768974547846
46027,0.2333369255065918,0.0,44.2762473,-94.0872471,418.116,0.00025986504950483336,-1.554202050454385e-05
46028,0.2667229175567627,0.0,44.2762518,-94.0872544,418.18199999999996,0.0002593521628281834,-7.925944437134259e-05
46029,0.30004799365997314,0.0,44.2762561,-94.0872618,418.24699999999996,0.0002567366011639291,7.925945565422883e-05
46030,0.33343493938446045,0.0,44.2762604,-94.0872691,418.31199999999995,0.00025935216320051866,-0.00012546040312775146
46031,0.3665459156036377,0.0,44.2762647,-94.0872765,418.376,0.00025521196989730286,3.481215227915986e-05
46032,0.39996302127838135,0.0,44.2762689,-94.0872838,418.44,0.00025636077092251513,-8.01939022313034e-05
46033,0.43328797817230225,0.0,44.276273,-94.0872912,418.504,0.0002537143721488821,0.001140971555079303
46034,0.46664392948150635,0.0,44.2762771,-94.0872985,418.56800000000004,0.0002913664334664991,-0.001148103833762708
46035,0.49993896484375,0.0,44.2762814,-94.0873071,418.685,0.00025347900695232975,3.042084024709987e-12
46036,0.5332939624786377,0.0,44.2762853,-94.0873145,418.751,0.0002534790070527185,-1.458639606406195e-11
46037,0.5666189193725586,0.0,44.2762892,-94.0873219,418.816,0.00025347900657136745,-4.2381522251754036e-05
46038,0.5997920036315918,0.0,44.2762931,-94.0873293,418.879,0.00025208041633705957,-4.150800828162952e-05
46039,0.6332089900970459,0.0,44.2762969,-94.0873367,418.94199999999995,0.0002507106520637658,0.0
46040,0.6664419174194336,0.0,44.2763006,-94.0873441,419.004,0.0002507106520637658,0.0009525206319362628
46041,0.6997679471969604,0.0,44.2763043,-94.0873515,419.064,0.00028214383291766247,-0.0009104607130106809
46042,0.7331539392471313,0.0,44.2763081,-94.08736,419.171,0.00025209862938831,-0.00012239777149282278
46043,0.766510009765625,0.0,44.2763117,-94.0873675,419.23,0.00024805950292904684,8.311210004702753e-05
46044,0.7997429370880127,0.0,44.2763152,-94.0873749,419.287,0.00025080220223059875,-0.00012191317001990778
46045,0.8331289291381836,0.0,44.2763187,-94.0873824,419.34,0.0002467790676199418,-2.7240760284060377e-12
46046,0.8664239645004272,0.0,44.2763221,-94.0873898,419.392,0.0002467790675300473,4.608901621252916e-05
46047,0.8996880054473877,0.0,44.2763255,-94.0873972,419.44199999999995,0.00024830000506506075,-0.00012088376475175747
46048,0.9331049919128418,0.0,44.2763288,-94.0874047,419.491,0.00024431084082825275,0.0008840290417365242
46049,0.9664299488067627,0.0,44.276332,-94.0874121,419.539,0.00027348379920555805,-0.0008352139014141843
46050,0.9997249841690063,0.0,44.2763353,-94.0874205,419.635,0.00024592174045888997,-0.00011977183023458524
46051,1.0330499410629272,0.0,44.2763384,-94.087428,419.68300000000005,0.00024196927006114866,8.518025171977506e-05
46052,1.066222906112671,0.0,44.2763414,-94.0874354,419.73,0.00024478021836790123,-8.518025171977506e-05
46053,1.099822998046875,0.0,44.2763444,-94.0874429,419.774,0.00024196927006114866,-3.4003856273176224e-05
46054,1.133086919784546,0.0,44.2763474,-94.0874503,419.81699999999995,0.00024084714280413384,5.2954369505109746e-05
46055,1.1664119958877563,0.0,44.2763503,-94.0874577,419.858,0.00024259463699780246,0.0008109586131941461
46056,1.1997069120407104,0.0,44.2763531,-94.0874652,419.897,0.0002693562712332093,-0.0009289023999967956
46057,1.232909917831421,0.0,44.2763557,-94.0874737,419.97900000000004,0.00023870249203331503,2.2364298176416524e-12
46058,1.2663259506225586,0.0,44.2763584,-94.0874811,420.019,0.00023870249210711721,2.618173246524773e-05
46059,1.2995299100875854,0.0,44.2763611,-94.0874885,420.05800000000005,0.0002395664892784704,-5.714006088149912e-05
46060,1.332854986190796,0.0,44.2763636,-94.087496,420.096,0.00023768086726938092,5.714006088149912e-05
46061,1.3661189079284668,0.0,44.2763662,-94.0875034,420.134,0.0002395664892784704,-0.00011591736422559193
46062,1.3995659351348877,0.0,44.2763687,-94.0875109,420.17,0.00023574121625902586,8.740377215960292e-05
46063,1.4327999353408813,0.0,44.2763711,-94.0875183,420.204,0.00023862554074029275,0.0008089318815801844
46064,1.466156005859375,0.0,44.2763735,-94.0875258,420.236,0.00026532029283243884,-0.000924128701880192
46065,1.4995110034942627,0.0,44.2763756,-94.0875343,420.30699999999996,0.0002348240456703925,6.135509591135487e-05
46066,1.5328969955444336,0.0,44.2763779,-94.0875417,420.334,0.00023684876383546721,-8.806756465496208e-05
46067,1.5661009550094604,0.0,44.2763801,-94.0875492,420.35900000000004,0.00023394253420185347,8.806756465496208e-05
46068,1.5994869470596313,0.0,44.2763823,-94.0875566,420.38300000000004,0.00023684876383546721,-0.00013820206259805245
46069,1.632781982421875,0.0,44.2763845,-94.0875641,420.405,0.00023228809576973148,2.4514862404211682e-05
46070,1.666106939315796,0.0,44.2763865,-94.0875715,420.426,0.00023309708622907047,0.0006815879827042828
46071,1.6994010210037231,0.0,44.2763886,-94.0875789,420.445,0.0002555894896583118,-0.0007061028451084946
